Defense #, RE, NT, LE, ROLB, RILB, LILB, LOLB, RCB, LCB, FS, SS,
Defense: 73,A29B: PassRush; ,A2A5: PassRush; ,A3FB: PassRush; ,A2B2: PassRush; ,A2BF: PassRush; ,AAE0: 44% 63% 56% F4-Pause(3C); F4-Pause(00); // F4-Pause(14); F4-Pause(00); // F4-Pause(14); PassRush // Mirror Ball Carrier; ,AA7C: PassRush ,A36F: F4-Pause(0A); F4-Pause(00); ,A300: PassRush ,AA83: 44% 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F5-Pause(0A 46); PassRush; // Mirror Ball Carrier; ,AA04: PassRush ,
Defense: 74,BEBB: PassRush; ,BEC8: PassRush; ,A408: PassRush; ,BEDF: PassRush; ,A418: 31% F3-Pause(0A); F4-Pause(5A); PassRush; // 38%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F3-Pause(0A); F4-Pause(5A); PassRush; ,A42D: F3-Pause(12); F4-Pause(64); PassRush; ,A43B: PassRush; ,ADBB: F4-Pause(00); ,ADC2: 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(00); ,BD35: 44% F4-Pause(00); // ; 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); ,BD27: 44% F4-Pause(00); // 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); ,
Defense: 75,BEBB: PassRush; ,BEC8: PassRush; ,A408: PassRush; ,BEDF: PassRush; ,A418: 31% F3-Pause(0A); F4-Pause(5A); PassRush; // 38%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F3-Pause(0A); F4-Pause(5A); PassRush; ,A42D: F3-Pause(12); F4-Pause(64); PassRush; ,A43B: PassRush; ,AC9C: 44% F4-Pause(5A); 56%  PassRush // PassRush // F4-Pause(28); F4-Pause(00); ,ACB0: 44% 44% F4-Pause(5A); 56%  PassRush // PassRush // F4-Pause(28); F4-Pause(00); // CPUTeamJumpsTo AAD8-01:Boost-HP(30); ; PassRush // 44% F4-Pause(5A); 56%  PassRush // PassRush // F4-Pause(28); F4-Pause(00); ,BD35: 44% F4-Pause(00); // ; 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); ,BD27: 44% F4-Pause(00); // 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); ,
Defense: 76,BEBB: PassRush; ,BEC8: PassRush; ,A408: PassRush; ,BEDF: PassRush; ,AC51: F4-Pause(3C); PassRush ,A42D: F3-Pause(12); F4-Pause(64); PassRush; ,AC5A: F5-Pause(82 AA); PassRush ,AC67: F3-Pause(1E); F4-Pause(28); PassRush ,AC75: 63%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F3-Pause(14); F4-Pause(28); PassRush ,AC87: F4-Pause(32); PassRush ,AC90: F4-Pause(3C); PassRush ,
Defense: 77,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,A44B: F3-Pause(14); 56%  F4-Pause(00); // F4-Pause(5A); PassRush ,A462: PassRush; ,A46F: F3-Pause(1E); PassRush; ,BD3E: 63% CPUTeamJumpsTo AAD8-01:Boost-HP(30); ; PassRush // F4-Pause(00); // F4-Pause(00); ,A300: PassRush ,A38A: 24%  F4-Pause(00); // 75%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); ,A39B: F4-Pause(14); F4-Pause(00); ,
Defense: 78,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,A44B: F3-Pause(14); 56%  F4-Pause(00); // F4-Pause(5A); PassRush ,ABA4: 31% F4-Pause(3C); PassRush; // F4-Pause(3C); PassRush ,ACCB: 44% F3-Pause(1E); PassRush; // 38%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(1E); PassRush ,BD3E: 63% CPUTeamJumpsTo AAD8-01:Boost-HP(30); ; PassRush // F4-Pause(00); // F4-Pause(00); ,A300: PassRush ,A38A: 24%  F4-Pause(00); // 75%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); ,AA04: PassRush ,
Defense: 79,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,A44B: F3-Pause(14); 56%  F4-Pause(00); // F4-Pause(5A); PassRush ,AAE0: 44% 63% 56% F4-Pause(3C); F4-Pause(00); // F4-Pause(14); F4-Pause(00); // F4-Pause(14); PassRush // Mirror Ball Carrier; ,ACE4: 38%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(1E); PassRush ,A36F: F4-Pause(0A); F4-Pause(00); ,A300: PassRush ,AA83: 44% 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F5-Pause(0A 46); PassRush; // Mirror Ball Carrier; ,AA04: PassRush ,
Defense: 7A,A110: PassRush; ,A243: PassRush; ,A32A: PassRush; ,A1BD: F4-Pause(19); PassRush ,A141: PassRush; ,A24A: PassRush; ,A3CA: PassRush; ,ADBB: F4-Pause(00); ,A1FD: F4-Pause(50); PassRush ,A7DE: 38%  F4-Pause(00); // PassRush ,A216: 88%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(78); PassRush ,
Defense: 7B,A110: PassRush; ,A243: PassRush; ,A32A: PassRush; ,A888: 38%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // PassRush ,A7CE: PassRush ,AB4F: 56%  PassRush; // 56%  F4-Pause(00); // F4-Pause(32); PassRush ,A3CA: PassRush; ,A846: 44% F4-Pause(00); // 56%  PassRush // Boost-MS(04); PassRush ,A1FD: F4-Pause(50); PassRush ,A853: 24%  PassRush // PassRush ,A216: 88%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(78); PassRush ,
Defense: 7C,A110: PassRush; ,A243: PassRush; ,A32A: PassRush; ,A888: 38%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // PassRush ,A85D: 38%  PassRush // PassRush ,A867: 38%  F4-Pause(28); Mirror Ball Carrier; // Mirror Ball Carrier; ,A3CA: PassRush; ,ACEB: F4-Pause(32); PassRush ,A871: 56%  F5-Pause(01 28); PassRush // F5-Pause(50 78); PassRush ,A853: 24%  PassRush // PassRush ,A87E: 25% 88%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(78); PassRush // F3-Pause(01); FaceDirection(00); F5-Pause(01 28); PassRush ,
Defense: 7D,A110: PassRush; ,A3A7: PassRush; ,A501: PassRush; ,BD48: 31%  F4-Pause(19); PassRush // 44%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(19); PassRush ,A50B: F4-Pause(28); PassRush; ,A3C0: PassRush; ,A1ED: PassRush; ,BD69: 75%CPUTeamJumpsTo: Boost-HP(30); ; PassRush // 25% F4-Pause(00); // 69% 44% F4-Pause(00); // 56%  PassRush // Boost-MS(04); PassRush // PassRush ,BD56: 31%  F4-Pause(50); PassRush // 63%CPUTeamJumpsTo:F4-Pause(28); Boost-HP(30); ; PassRush // F4-Pause(50); PassRush ,A7DE: 38%  F4-Pause(00); // PassRush ,A216: 88%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(78); PassRush ,
Defense: 7E,A110: PassRush; ,A3A7: PassRush; ,A501: PassRush; ,BD48: 31%  F4-Pause(19); PassRush // 44%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(19); PassRush ,A7CE: PassRush ,AB4F: 56%  PassRush; // 56%  F4-Pause(00); // F4-Pause(32); PassRush ,A1ED: PassRush; ,BD69: 75%CPUTeamJumpsTo: Boost-HP(30); ; PassRush // 25% F4-Pause(00); // 69% 44% F4-Pause(00); // 56%  PassRush // Boost-MS(04); PassRush // PassRush ,BD56: 31%  F4-Pause(50); PassRush // 63%CPUTeamJumpsTo:F4-Pause(28); Boost-HP(30); ; PassRush // F4-Pause(50); PassRush ,A853: 24%  PassRush // PassRush ,A216: 88%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(78); PassRush ,
Defense: 7F,A110: PassRush; ,A3A7: PassRush; ,A501: PassRush; ,BD48: 31%  F4-Pause(19); PassRush // 44%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(19); PassRush ,A85D: 38%  PassRush // PassRush ,A867: 38%  F4-Pause(28); Mirror Ball Carrier; // Mirror Ball Carrier; ,A1ED: PassRush; ,BD69: 75%CPUTeamJumpsTo: Boost-HP(30); ; PassRush // 25% F4-Pause(00); // 69% 44% F4-Pause(00); // 56%  PassRush // Boost-MS(04); PassRush // PassRush ,A871: 56%  F5-Pause(01 28); PassRush // F5-Pause(50 78); PassRush ,A853: 24%  PassRush // PassRush ,A87E: 25% 88%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(78); PassRush // F3-Pause(01); FaceDirection(00); F5-Pause(01 28); PassRush ,
Defense: 80,A110: PassRush; ,A243: PassRush; ,A32A: PassRush; ,BD19: 44%  PassRush // 63%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // PassRush ,A141: PassRush; ,A24A: PassRush; ,A527: PassRush; ,ADBB: F4-Pause(00); ,A537: F4-Pause(50); PassRush; ,BD35: 44% F4-Pause(00); // ; 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); ,BD27: 44% F4-Pause(00); // 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); ,
Defense: 81,A110: PassRush; ,A243: PassRush; ,A32A: PassRush; ,A888: 38%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // PassRush ,A8CA: 56%  PassRush; // Mirror Ball Carrier; ,A24A: PassRush; ,A527: PassRush; ,A8BE: F3-Pause(1E); Mirror Ball Carrier; ,ACF7: 56%  F4-Pause(50); PassRush; // 63%  PassRush // 56% Mirror Ball Carrier; // ; F4-Pause(14); CPUTeamJumpsTo AAD8-01:Boost-HP(30); ; PassRush // F4-Pause(14); PassRush; ,A284: F5-Pause(01 14); PassRush ,A89C: 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); ,
Defense: 82,A110: PassRush; ,A243: PassRush; ,A32A: PassRush; ,A888: 38%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // PassRush ,A8CA: 56%  PassRush; // Mirror Ball Carrier; ,A867: 38%  F4-Pause(28); Mirror Ball Carrier; // Mirror Ball Carrier; ,A527: PassRush; ,ACEB: F4-Pause(32); PassRush ,A871: 56%  F5-Pause(01 28); PassRush // F5-Pause(50 78); PassRush ,A284: F5-Pause(01 14); PassRush ,A87E: 25% 88%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(78); PassRush // F3-Pause(01); FaceDirection(00); F5-Pause(01 28); PassRush ,
Defense: 83,A546: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,A550: F4-Pause(5A); PassRush; ,A55F: PassRush; ,A56C: PassRush; ,A579: 69%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(5A); PassRush; ,ADBB: F4-Pause(00); ,ADC2: 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(00); ,BD35: 44% F4-Pause(00); // ; 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); ,BD27: 44% F4-Pause(00); // 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); ,
Defense: 84,A546: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,AD04: 44%  F4-Pause(5A); PassRush; // F4-Pause(0A); F5-Pause(0A 2D); PassRush ,A55F: PassRush; ,A56C: PassRush; ,AD19: 44% 69%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(5A); PassRush; // F4-Pause(0A); F5-Pause(0A 2D); PassRush ,AC9C: 44% F4-Pause(5A); 56%  PassRush // PassRush // F4-Pause(28); F4-Pause(00); ,ACB0: 44% 44% F4-Pause(5A); 56%  PassRush // PassRush // F4-Pause(28); F4-Pause(00); // CPUTeamJumpsTo AAD8-01:Boost-HP(30); ; PassRush // 44% F4-Pause(5A); 56%  PassRush // PassRush // F4-Pause(28); F4-Pause(00); ,AB48: Mirror Ball Carrier; ,AC90: F4-Pause(3C); PassRush ,
Defense: 85,A546: PassRush; ,AD2E: F4-Pause(14); Mirror Ball Carrier; ,BED2: PassRush; ,AD04: 44%  F4-Pause(5A); PassRush; // F4-Pause(0A); F5-Pause(0A 2D); PassRush ,A55F: PassRush; ,A56C: PassRush; ,AD19: 44% 69%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(5A); PassRush; // F4-Pause(0A); F5-Pause(0A 2D); PassRush ,AC67: F3-Pause(1E); F4-Pause(28); PassRush ,AC75: 63%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F3-Pause(14); F4-Pause(28); PassRush ,AB48: Mirror Ball Carrier; ,AC90: F4-Pause(3C); PassRush ,
Defense: 86,A546: PassRush; ,A60A: PassRush; ,A617: PassRush; ,BD48: 31%  F4-Pause(19); PassRush // 44%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(19); PassRush ,A621: F3-Pause(3C); F4-Pause(14); PassRush; ,A3C0: PassRush; ,A62F: PassRush; ,ADBB: F4-Pause(00); ,A1FD: F4-Pause(50); PassRush ,A7DE: 38%  F4-Pause(00); // PassRush ,A216: 88%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(78); PassRush ,
Defense: 87,A546: PassRush; ,A60A: PassRush; ,A617: PassRush; ,BD48: 31%  F4-Pause(19); PassRush // 44%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(19); PassRush ,A7CE: PassRush ,AB4F: 56%  PassRush; // 56%  F4-Pause(00); // F4-Pause(32); PassRush ,A62F: PassRush; ,BD69: 75%CPUTeamJumpsTo: Boost-HP(30); ; PassRush // 25% F4-Pause(00); // 69% 44% F4-Pause(00); // 56%  PassRush // Boost-MS(04); PassRush // PassRush ,A1FD: F4-Pause(50); PassRush ,A853: 24%  PassRush // PassRush ,A216: 88%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(78); PassRush ,
Defense: 88,A546: PassRush; ,A60A: PassRush; ,A617: PassRush; ,BD48: 31%  F4-Pause(19); PassRush // 44%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(19); PassRush ,A85D: 38%  PassRush // PassRush ,A867: 38%  F4-Pause(28); Mirror Ball Carrier; // Mirror Ball Carrier; ,A62F: PassRush; ,BD69: 75%CPUTeamJumpsTo: Boost-HP(30); ; PassRush // 25% F4-Pause(00); // 69% 44% F4-Pause(00); // 56%  PassRush // Boost-MS(04); PassRush // PassRush ,A871: 56%  F5-Pause(01 28); PassRush // F5-Pause(50 78); PassRush ,A853: 24%  PassRush // PassRush ,A87E: 25% 88%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(78); PassRush // F3-Pause(01); FaceDirection(00); F5-Pause(01 28); PassRush ,
Defense: 89,A110: PassRush; ,A243: PassRush; ,A58C: F4-Pause(64); PassRush; ,A5A1: PassRush; ,A44B: F3-Pause(14); 56%  F4-Pause(00); // F4-Pause(5A); PassRush ,A5B9: PassRush; ,A2E1: 31%  F4-Pause(14); PassRush // 63%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(14); PassRush ,AB93: 31%  F4-Pause(00); // CPUTeamJumpsTo AAD8-01:Boost-HP(30); ; PassRush // F4-Pause(00); ,BDBE: 31%  PassRush // 50%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // PassRush ,A38A: 24%  F4-Pause(00); // 75%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); ,A39B: F4-Pause(14); F4-Pause(00); ,
Defense: 8A,A110: PassRush; ,A243: PassRush; ,A58C: F4-Pause(64); PassRush; ,A5A1: PassRush; ,A44B: F3-Pause(14); 56%  F4-Pause(00); // F4-Pause(5A); PassRush ,ABA4: 31% F4-Pause(3C); PassRush; // F4-Pause(3C); PassRush ,ACCB: 44% F3-Pause(1E); PassRush; // 38%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(1E); PassRush ,AB93: 31%  F4-Pause(00); // CPUTeamJumpsTo AAD8-01:Boost-HP(30); ; PassRush // F4-Pause(00); ,BDBE: 31%  PassRush // 50%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // PassRush ,A38A: 24%  F4-Pause(00); // 75%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); ,AD3A: 56% F4-Pause(14); F4-Pause(00); // PassRush ,
Defense: 8B,A110: PassRush; ,A243: PassRush; ,A58C: F4-Pause(64); PassRush; ,A5A1: PassRush; ,AD44: 31%  F4-Pause(3C); PassRush; // F4-Pause(46); PassRush ,AD53: 63% 44% 63% 56% F4-Pause(3C); F4-Pause(00); // F4-Pause(14); F4-Pause(00); // F4-Pause(14); PassRush // Mirror Ball Carrier; // F4-Pause(3C); PassRush ,ACE4: 38%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(1E); PassRush ,A36F: F4-Pause(0A); F4-Pause(00); ,BDBE: 31%  PassRush // 50%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // PassRush ,AA6B: 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F5-Pause(0A 46); PassRush; ,AD3A: 56% F4-Pause(14); F4-Pause(00); // PassRush ,
Defense: 8C,A29B: PassRush; ,A2A5: PassRush; ,A3FB: PassRush; ,A2B2: PassRush; ,BDAA: 31%  PassRush; // 69%CPUTeamJumpsTo: Boost-HP(30); ; PassRush // PassRush; ,A14B: PassRush; ,A2E1: 31%  F4-Pause(14); PassRush // 63%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(14); PassRush ,BD9C: 31% F4-Pause(00); // CPUTeamJumpsTo AAD8-01:Boost-HP(30); ; PassRush // F4-Pause(00); ,ADC2: 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(00); ,A38A: 24%  F4-Pause(00); // 75%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); ,AD62: F4-Pause(00); ,
Defense: 8D,A29B: PassRush; ,A2A5: PassRush; ,A3FB: PassRush; ,A2B2: PassRush; ,BDAA: 31%  PassRush; // 69%CPUTeamJumpsTo: Boost-HP(30); ; PassRush // PassRush; ,A14B: PassRush; ,A2E1: 31%  F4-Pause(14); PassRush // 63%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(14); PassRush ,BD9C: 31% F4-Pause(00); // CPUTeamJumpsTo AAD8-01:Boost-HP(30); ; PassRush // F4-Pause(00); ,BDBE: 31%  PassRush // 50%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // PassRush ,AD6C: 56% F4-Pause(00); // 56%  24%  F4-Pause(00); // 75%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); // F4-Pause(00); ,A39B: F4-Pause(14); F4-Pause(00); ,
Defense: 8E,A29B: PassRush; ,A2A5: PassRush; ,A3FB: PassRush; ,A2B2: PassRush; ,BDAA: 31%  PassRush; // 69%CPUTeamJumpsTo: Boost-HP(30); ; PassRush // PassRush; ,AAE0: 44% 63% 56% F4-Pause(3C); F4-Pause(00); // F4-Pause(14); F4-Pause(00); // F4-Pause(14); PassRush // Mirror Ball Carrier; ,AA7C: PassRush ,A36F: F4-Pause(0A); F4-Pause(00); ,AA61: 56%  PassRush // PassRush ,AA83: 44% 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F5-Pause(0A 46); PassRush; // Mirror Ball Carrier; ,AA04: PassRush ,
Defense: 8F,A704: Boost-RS(0F); Boost-MS(30); Boost-HP(30); PassRush; ,A714: Boost-RS(0F); Boost-MS(30); Boost-HP(20); F3-Pause(28); PassRush; ,A723: Boost-RS(0F); Boost-MS(30); Boost-HP(30); PassRush; ,A733: Boost-RS(0F); Boost-MS(30); Boost-HP(30); PassRush ,A743: Boost-RS(0F); Boost-MS(30); Boost-HP(30); PassRush; ,A753: Boost-RS(0F); Boost-MS(30); Boost-HP(30); PassRush; ,AB8C: Boost-HP(30); Boost-RP(08); Boost-MS(08); ; PassRush ,A773: Boost-RS(0F); Boost-MS(30); Boost-HP(30); PassRush ,A783: Boost-RS(0F); Boost-MS(30); Boost-HP(30); PassRush ,A793: Boost-RS(0F); Boost-MS(30); Boost-HP(30); PassRush ,A7A3: Boost-RS(0F); Boost-MS(30); Boost-HP(30); PassRush ,
Defense: 90,A29B: PassRush; ,A2A5: PassRush; ,A58C: F4-Pause(64); PassRush; ,A2B2: PassRush; ,BDAA: 31%  PassRush; // 69%CPUTeamJumpsTo: Boost-HP(30); ; PassRush // PassRush; ,A14B: PassRush; ,A2E1: 31%  F4-Pause(14); PassRush // 63%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(14); PassRush ,AD7C: CPUTeamJumpsTo AAD8-01:Boost-HP(30); ; PassRush // 31% F4-Pause(00); // F4-Pause(3C); PassRush ,ADC2: 81%CPUTeamJumpsTo:56% m2m-WR2; // m2m-TE; // F4-Pause(00); ,A38A: 24%  F4-Pause(00); // 75%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); ,AD62: F4-Pause(00); ,
Defense: 91,A29B: PassRush; ,A2A5: PassRush; ,A58C: F4-Pause(64); PassRush; ,A2B2: PassRush; ,BDAA: 31%  PassRush; // 69%CPUTeamJumpsTo: Boost-HP(30); ; PassRush // PassRush; ,A14B: PassRush; ,A2E1: 31%  F4-Pause(14); PassRush // 63%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(14); PassRush ,AD7C: CPUTeamJumpsTo AAD8-01:Boost-HP(30); ; PassRush // 31% F4-Pause(00); // F4-Pause(3C); PassRush ,BDBE: 31%  PassRush // 50%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // PassRush ,AD6C: 56% F4-Pause(00); // 56%  24%  F4-Pause(00); // 75%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); // F4-Pause(00); ,A39B: F4-Pause(14); F4-Pause(00); ,
Defense: 92,A29B: PassRush; ,A2A5: PassRush; ,A58C: F4-Pause(64); PassRush; ,A2B2: PassRush; ,BDAA: 31%  PassRush; // 69%CPUTeamJumpsTo: Boost-HP(30); ; PassRush // PassRush; ,AAE0: 44% 63% 56% F4-Pause(3C); F4-Pause(00); // F4-Pause(14); F4-Pause(00); // F4-Pause(14); PassRush // Mirror Ball Carrier; ,ACE4: 38%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(1E); PassRush ,A36F: F4-Pause(0A); F4-Pause(00); ,BDBE: 31%  PassRush // 50%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // PassRush ,AA83: 44% 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F5-Pause(0A 46); PassRush; // Mirror Ball Carrier; ,AA04: PassRush ,
Defense: 93,A110: PassRush; ,A63C: F4-Pause(3C); PassRush; ,A58C: F4-Pause(64); PassRush; ,A5A1: PassRush; ,A648: PassRush; ,A5B9: PassRush; ,A2E1: 31%  F4-Pause(14); PassRush // 63%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(14); PassRush ,AB93: 31%  F4-Pause(00); // CPUTeamJumpsTo AAD8-01:Boost-HP(30); ; PassRush // F4-Pause(00); ,BDBE: 31%  PassRush // 50%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // PassRush ,A38A: 24%  F4-Pause(00); // 75%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); ,A39B: F4-Pause(14); F4-Pause(00); ,
Defense: 94,A110: PassRush; ,A63C: F4-Pause(3C); PassRush; ,A58C: F4-Pause(64); PassRush; ,A5A1: PassRush; ,A648: PassRush; ,ABA4: 31% F4-Pause(3C); PassRush; // F4-Pause(3C); PassRush ,ACCB: 44% F3-Pause(1E); PassRush; // 38%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(1E); PassRush ,AB93: 31%  F4-Pause(00); // CPUTeamJumpsTo AAD8-01:Boost-HP(30); ; PassRush // F4-Pause(00); ,BDBE: 31%  PassRush // 50%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // PassRush ,AD6C: 56% F4-Pause(00); // 56%  24%  F4-Pause(00); // 75%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); // F4-Pause(00); ,AD3A: 56% F4-Pause(14); F4-Pause(00); // PassRush ,
Defense: 95,A110: PassRush; ,A63C: F4-Pause(3C); PassRush; ,A58C: F4-Pause(64); PassRush; ,A5A1: PassRush; ,AD44: 31%  F4-Pause(3C); PassRush; // F4-Pause(46); PassRush ,AD53: 63% 44% 63% 56% F4-Pause(3C); F4-Pause(00); // F4-Pause(14); F4-Pause(00); // F4-Pause(14); PassRush // Mirror Ball Carrier; // F4-Pause(3C); PassRush ,ACE4: 38%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // F4-Pause(1E); PassRush ,A36F: F4-Pause(0A); F4-Pause(00); ,BDBE: 31%  PassRush // 50%CPUTeamJumpsTo:Boost-HP(30); ; Mirror Ball Carrier; // PassRush ,AA6B: 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F5-Pause(0A 46); PassRush; ,AD3A: 56% F4-Pause(14); F4-Pause(00); // PassRush ,
Defense: 96,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,A481: F3-Pause(32); F4-Pause(C8); PassRush; ,A492: F3-Pause(3C); F4-Pause(3C); PassRush; ,A4A3: CPUTeamJumpsTo AADC-01:Boost-HP(30); ; Mirror Ball Carrier; // F3-Pause(3C); F4-Pause(50); PassRush; ,ADBB: F4-Pause(00); ,AD8F: F4-Pause(00); ,BD35: 44% F4-Pause(00); // ; 81%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); ,AA04: PassRush ,
Defense: 97,BEBB: PassRush; ,BEC8: PassRush; ,BED2: PassRush; ,BEDF: PassRush; ,ADDB: 56% F3-Pause(14); 56%  F4-Pause(00); // F4-Pause(5A); PassRush // F3-Pause(32); F4-Pause(C8); PassRush; ,A492: F3-Pause(3C); F4-Pause(3C); PassRush; ,ADE5: 63% CPUTeamJumpsTo AADC-01:Boost-HP(30); ; Mirror Ball Carrier; // F3-Pause(3C); F4-Pause(50); PassRush; // F4-Pause(3C); F4-Pause(1E); PassRush ,ADF9: 56% 31%  F4-Pause(00); // CPUTeamJumpsTo AAD8-01:Boost-HP(30); ; PassRush // F4-Pause(00); // F4-Pause(00); ,AD8F: F4-Pause(00); ,AD6C: 56% F4-Pause(00); // 56%  24%  F4-Pause(00); // 75%CPUTeamJumpsTo:Boost-HP(30); ; PassRush // F4-Pause(00); // F4-Pause(00); ,AD3A: 56% F4-Pause(14); F4-Pause(00); // PassRush ,
